conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/skill/96a6b597-fc62-487e-87f2-de5b67950a3a,skill/competence,cross-sector,calculate dividends,calculate boni;calculate bonuses;calculate profit;calculate profit share,,,"Calculate the payments made by corporations as distribution of their profit to the shareholders, ensuring that the shareholders receive the correct amount in the correct format, meaning in monetary payouts via deposits or via the issuing of further shares or share repurchase."
http://data.europa.eu/esco/skill/96a893b6-4520-4daa-89c1-b79487505da2,knowledge,sector-specific,key risk indicators,key risk indicators for monitoring risk exposure;KRIs for risk prediction;KRIs;key risk prediction indicators;KRIs for crises prevention,,,"The critical predictors of unfavourable events that can adversely impact organizations. They monitor changes in the levels of risk exposure and contribute to the early warning signs that enable organizations to report risks, prevent crises and mitigate them in time."
http://data.europa.eu/esco/skill/96ae5ab6-d696-4d4f-be1c-d02e722c6f55,skill/competence,cross-sector,apply grammar and spelling rules,apply grammar and spelling;follow grammar and spelling rules;respect grammar and spelling rules;adhere to grammar and spelling rules;applying grammar and spelling rules,,,Apply the rules of spelling and grammar and ensure consistency throughout texts.
http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,skill/competence,cross-sector,analyse supply chain strategies,supply chain management;manage supply chain;improve supply chain;analyze supply chain strategies;examine supply chain strategies;analyse procurement strategies;analyse and improve supply chain strategies;analyse supplies' logistics;analyse supply chain,,,"Examine an organisation's planning details of production, their expected output units, quality, quantity, cost, time available and labour requirements. Provide suggestions in order to improve products, service quality and reduce costs."
http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,skill/competence,sector-specific,identify energy needs,identifying energy needs;determine energy needs;energy need determining;energy needs determining;energy need identifying;energy needs identifying;determining energy needs,,,"Identify the type and amount of energy supply necessary in a building or facility, in order to provide the most beneficial, sustainable, and cost-effective energy services for a consumer."
http://data.europa.eu/esco/skill/9707091a-323b-4240-877a-5999a19286f0,skill/competence,sector-specific,apply ICT system usage policies,administer ICT system usage policies;implement ICT system usage policies;handle ICT system usage policies;follow written laws for ICT system usage;follow ethical standards for ICT system usage,,,Follow written and ethical laws and policies regarding proper ICT system usage and administration.
http://data.europa.eu/esco/skill/9710092c-f174-4e84-95bf-2064d39ad7a0,skill/competence,cross-sector,manage content metadata,manage content;manage metadata,,,"Apply content management methods and procedures to define and use metadata concepts, such as the data of creation, in order to describe, organise and archive content such as documents, video and audio files, applications and images."
http://data.europa.eu/esco/skill/9714735d-6f60-440b-bdbc-aaf45ebcbe78,skill/competence,cross-sector,analyse the context of an organisation,analyse context of a business;analyze the context of an organization;assess the context of an organisation,,,Study the external and internal environment of an organisation by identifying its strengths and weaknesses in order to provide a base for company strategies and further planning.
http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,knowledge,sector-specific,mobile operating systems,Firefox OS;Sailfish OS;Ubuntu Touch OS;Tizen;cell phone operating systems,Firefox OS;Sailfish OS;Tizen;Ubuntu Touch OS,,"The features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices, such as Android or iOS."
http://data.europa.eu/esco/skill/978657cb-f84f-4ddd-a1c0-36bf7b3b8682,skill/competence,cross-sector,select optimal distribution channel,choose best distribution channel;select optimal channel for distribution;select optimum distribution channel;decide on best method of distribution,,,Choose the best possible distribution channel for the customer.
http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,skill/competence,occupation-specific,manage software releases,approve software release process;analyse and approve software development releases,,,Examine and approve suggested software development releases. Manage further release process.
http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,knowledge,cross-sector,green logistics,ecologically friendly logistics;paradigms of green logistics;environmentally friendly logistics;environmentally conscious logistics;green logistics operations;green logistics paradigms;green logistics principles;ecologically conscious logistics;principles of green logistics;green logistics fundamentals,,,The approaches and activities aimed at minimising the ecological impact of logistics activities.
http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,skill/competence,cross-sector,publish academic research,publishes academic research;publish doctoral research;publishing academic research;publish research;publish academic studies,,,"Conduct academic research, in universities and research institutions, or on a personal account, publish it in books or academic journals with the aim of contributing to a field of expertise and achieving personal academic accreditation."
http://data.europa.eu/esco/skill/97b23993-8836-4e66-9092-19c7b3324e5f,skill/competence,occupation-specific,perform brand analysis,implement brand analysis;complete brand analysis;undertake brand analysis;performing brand analysis;performing a brand analysis;perform a brand analysis,,,Perform quantitative and qualitative analyses of all necessary information in order to evaluate the current state of a brand.
